label,feature0,feature1
0,-0.094387062309937,-0.430304868920614
0,0.203625876895285,0.692474985300297
0,-0.304321710922646,-0.600887877345653
1,0.715991025408433,0.753934649812677
1,-0.416057320224434,0.52449470273786
0,-0.849536248824211,-0.186493959518857
1,0.449359425352734,-0.868479709220233
0,0.838108065695945,0.340713437533276
0,0.597264372895324,0.248773055875973
0,-0.409858564550125,-0.662419762722875
0,0.180495563213871,0.745917355367328
0,-0.4087400143271,-0.43135481775395
1,0.131040478234787,-0.970651268128244
1,-0.252853521412195,0.945858911710975
0,-0.655228323896651,-0.06152664068658
1,0.527604508712698,0.831263263235639
0,0.316424216842818,0.428847670203459
0,0.551003362863293,0.401387619549518
0,0.140204088999769,0.017371399809305
1,-0.544257079550795,0.604942179772555
1,0.796082162718909,-0.212994108024921
1,-0.614579882312468,0.771325911553265
1,0.316745134151498,-0.290631039832595
1,-0.51700928760288,0.287674800412929
0,-0.391240808804972,-0.419418233065768
0,-0.478870275985749,-0.396504449349152
1,0.825422791020507,0.702371846668032
0,0.493312846891742,0.049586910719224
0,-0.399168966914763,-0.535927228087091
1,-0.318639353133306,0.174411254930112
0,-0.4051498491954,-0.418537738306492
0,0.332011410644383,0.251548847460979
1,-0.584933018349094,0.489901061374523
0,0.255638177251511,0.706440432193399
1,0.744910434765382,-0.729618976727626
1,0.573472616620409,-0.16796644538717
1,-0.807602330534281,0.587161848224431
1,0.132627833224695,-0.931264480285867
1,-0.932184685241431,-0.974958997286302
0,0.154003434822035,0.527189595121614
1,-0.671083895347214,0.143808057842679
1,-0.251099220277319,0.351508287178652
1,0.909813087633585,-0.265247198862802
1,0.703651815563208,-0.918401470308636
1,-0.784998189614578,-0.95970806110449
0,-0.628441780622577,-0.413088095367297
1,0.684496998830557,0.56744315948419
0,0.231923537695851,0.314173166248921
1,-0.955080260519212,0.51115316292141
1,0.469511859086098,-0.397923178225193
1,0.833746600791595,-0.824491859809303
0,0.328387856448173,0.538152010627783
1,-0.202836029711889,0.593338881893259
1,-0.92846243778955,0.198780873367999
1,0.396862644198237,-0.219182701203166
1,0.598721752362342,-0.92696867876261
1,0.951874191111814,-0.758158784003304
1,-0.434657758202917,0.905774414382058
1,0.82556252146318,0.95738441542223
1,0.055700537244222,-0.262228048555416
0,-0.667106400426435,-0.3071681230808
1,0.789954192702953,0.710617291334301
1,0.845290089168463,-0.490799162764969
1,-0.229231221799426,0.682673516420981
0,0.038301499509321,0.580151142007305
1,-0.582345990848862,0.030147177400594
1,-0.95512163201052,0.898898416348014
0,0.210341469635786,0.225319101932403
1,0.674139970036679,-0.704136287864427
1,-0.819923637256573,0.55500462568791
1,0.671876715056612,0.65781992306495
0,-0.739645012914922,-0.170526777988948
1,-0.472786953311543,0.741506826075667
1,-0.915222257433194,0.471667028520806
0,-0.340759776727407,-0.614649842138256
1,0.380155259832725,-0.202958465581837
1,-0.385090916660119,0.945669315399868
1,0.626129849812968,-0.569045757725896
1,0.903079822152682,-0.286532564462502
1,0.346329349358931,-0.680640001336438
1,-0.428982684186747,0.551146144454957
1,-0.68599939140539,0.125953546183172
1,0.402164329003201,-0.574946249169974
0,-0.102121391246317,-0.620620623610604
1,-0.989293614959574,-0.810208605074674
0,0.377680243640852,0.650695158341423
0,0.494246159641514,0.60640365599794
1,-0.174233001826454,0.748312613018332
1,0.058538644948488,-0.214697273142447
1,-0.542970607450691,0.772086162607352
0,-0.174931626553116,-0.705182070367198
0,-0.582235578761616,-0.28947210017853
1,-0.315149322255233,0.220137063103063
1,0.644186412515822,-0.298383723556965
0,-0.714172970611134,-0.435994836951102
1,0.518852054636769,-0.79954586555738
1,0.508349281303186,0.507333128005674
0,0.062013278912229,0.136846212199468
1,-0.144533711320044,0.765600675577352
1,0.122868920599506,-0.344826966759122
1,-0.041367537046548,0.392963723212846
0,-0.443092843279866,-0.245162276186321
0,-0.768069479288342,-0.380184711813844
1,-0.342812781083743,0.864106055751693
1,0.881513553294003,0.787427289672141
1,0.933195173480041,0.698840939662055
1,-0.99010583235822,0.55822882482213
0,-0.040464004452019,-0.351560889220097
0,-0.344580066806891,-0.850813469783508
0,-0.662205053802039,-0.063350735166061
1,0.399767055823955,-0.211530694077607
1,-0.539949160999974,-0.773132002564434
1,-0.921756626572733,0.770994010925236
0,-0.342451941074669,-0.792115495732365
1,0.404033800356972,-0.221103912590208
1,0.196599045913047,-0.919259692028642
1,0.55996068231766,0.869802116894232
1,-0.859449745888357,0.479343168514942
0,0.313773113051238,0.799745911019299
1,-0.284768495688044,0.757869668461423
0,0.384226917420009,0.50358545174509
0,0.256775178935042,0.643618647407023
1,0.592718063981321,-0.885030765012933
1,-0.758973137757315,-0.776762576772643
1,0.757710512181821,-0.510355642797665
0,-0.176455893312763,-0.981053508919206
1,-0.058431625576187,0.12665104218118
0,-0.904041080771558,-0.129126308455069
1,-0.791942112447746,0.3405826519606
1,-0.639828820002773,0.702719249716956
0,-0.034863896410816,-0.827580939158054
1,0.075621161100083,-0.622395551634861
1,-0.724716262895411,-0.767762583822688
1,0.740030474577304,-0.190506416375962
1,-0.281725792792185,0.117780471895415
1,0.315616226954587,-0.625794320056088
1,-0.985585607401864,0.61877316848425
0,-0.535104790857248,-0.386856623134378
0,0.365978682454702,0.873251033790765
0,-0.122187770943597,-0.204807056116307
0,-0.3662737675437,-0.576615641813902
1,-0.740316756202883,-0.69556068500483
0,-0.590597702873749,-0.302780283899412
1,0.267806439262983,-0.375327114218225
1,-0.17673336868387,0.009355381691094
1,-0.895283958475483,-0.711343292312617
1,0.225118929557023,-0.32765031207604
1,-0.706195959201662,-0.888331019357739
1,0.592602402444606,-0.79497566750951
1,-0.673189696572841,0.748708075880468
0,-0.467540705503294,-0.847564574962252
1,-0.397563448730553,0.880032575934875
0,0.377699142471096,0.530205359068168
1,-0.832179089018196,0.318482991095417
0,-0.493322562838328,-0.640559364168581
0,-0.85740291696532,-0.372389034425348
1,-0.904410924333993,-0.505741838600338
1,0.99564567085687,-0.065607906294704
1,-0.554011972894938,0.909761696118253
0,-0.484745338642787,-0.267954760604825
0,0.137354351966457,0.826132560082425
0,-0.48020534622742,-0.621459977371062
1,0.369304957350872,-0.727244248117941
1,-0.875183207633203,-0.968881980503324
0,-0.639598488621766,-0.094227162846832
0,-0.933405145311266,-0.081879202994845
1,-0.331982958838501,0.215326390012021
1,0.193913665757025,-0.09957240565945
1,0.860412611412352,-0.79089096645664
1,-0.17730190817431,0.461192786752264
1,-0.245292764572746,0.559581212583126
1,0.910954526626301,-0.433132344403766
1,-0.478049553772729,0.449144624122276
1,0.032022358268533,-0.20560599103902
0,-0.648039542975118,-0.39090187056502
1,-0.66576039264926,0.530462118971695
0,0.964581509389876,0.42576309692371
1,0.906678309315014,0.857911893181281
0,-0.354095679483178,-0.816809464997357
0,0.182465036937006,0.766370494476665
0,-0.627910758866971,-0.464962546753925
0,-0.696000520349499,-0.33752232336947
1,0.435773194732212,-0.905492228797078
0,0.00359314574085,0.889209694358462
1,-0.828630581142918,-0.899928050160406
1,0.60234278531222,-0.590341141173369
1,0.50458581081369,-0.429898200599653
1,-0.867925808793508,0.172684502577874
1,-0.844840859010263,0.304697949166256
1,-0.115569204626141,0.526077040995966
1,0.206674463160491,-0.569068801956406
1,0.425283417151758,-0.479921225082822
1,0.575981148512424,-0.312723729843069
0,-0.926527193478847,-0.182164990224526
0,0.176181783364877,0.362811973074048
0,-0.42990700469153,-0.12202162385211
1,-0.116270066090386,0.469889901621074
1,0.880526053182984,-0.638406465307323
0,-0.099375401819763,-0.772503299321251
1,-0.911241719459027,0.663177860207599
0,0.501539886619625,0.38972983732084
1,-0.591802737315087,-0.843990854486578
1,-0.696636268836,0.69466832911931
0,-0.981819200244395,-0.08798836044317
1,0.704056433306925,0.778207441737196
1,-0.30545493797002,0.072189518572618
1,-0.902326014169435,0.262199224648049
0,0.44084071967405,0.034180790640549
0,-0.257200097329361,-0.996272468642676
0,0.747760065478219,0.483570284065146
0,0.842719974346672,0.249722843413275
1,0.377815917119001,-0.147893626437688
0,-0.683589153024837,-0.291028364007487
0,0.902721329773144,0.224609557030407
1,-0.15054233633572,0.124479392143766
0,-0.757584649391168,-0.422247560110906
1,0.690474674181972,-0.541257702456015
1,0.335646137925145,-0.943555329578614
1,0.636783477965536,-0.60870706650766
1,-0.301175264663896,0.429162782192458
0,-0.253436670735953,-0.965474365364312
0,-0.279946132566905,-0.587071672280728
0,0.25685923973951,0.082501916732474
0,-0.684502367174313,-0.187371689473771
0,0.941239451893235,0.496206534634509
1,-0.707791021989785,0.209990321850544
0,0.398671292015191,0.473664930320609
1,-0.810932650303438,0.633103147914469
0,0.093227528585447,0.78366053982176
0,0.56922440561614,0.221797721782754
0,0.210193673389884,0.513563834756889
1,0.606142708409046,0.975841679425767
0,0.26444652408787,0.211073773397746
0,-0.899101097022706,-0.069731115264949
0,-0.452090707673622,-0.115180377220178
1,0.564854295931289,0.645570785469208
1,-0.700996142734568,0.818693597049017
0,0.004622978844539,0.783166461053357
